epoch,train_loss,val_mse,val_mae,val_rmse
1,11747.553596355361,7713.446,66.08172,87.826225
2,6954.1377062677675,6136.1113,62.38088,78.333336
3,6379.58239660817,6074.6025,63.03039,77.939735
4,6362.663476990751,6075.43,63.171402,77.945045
5,6362.582274768167,6076.559,63.236355,77.952286
6,6362.941383567617,6075.1426,63.149513,77.9432
7,6361.939489526366,6079.0,63.33214,77.96794
8,6368.168514621099,6074.575,63.041313,77.93956
9,6362.977210105696,6074.6743,63.09461,77.9402
10,6362.434058801104,6076.593,63.23845,77.95251
11,6313.654686359656,4373.8716,48.361504,66.135254
12,3345.9900736562468,2457.7458,32.77959,49.575657
13,2178.311056195343,2182.8508,30.62534,46.72099
14,1816.7694523098285,2136.2449,30.527351,46.21953
15,1346.381219703706,2197.748,30.802711,46.880146
16,754.4458126857664,2605.9268,34.83531,51.04828
17,457.45118044002726,2548.072,33.494488,50.47843
18,297.0885559839874,2638.9778,34.656174,51.370983
19,214.5877765388833,2549.4805,34.391457,50.492382
20,152.61666631170976,2764.715,36.20866,52.58056
21,117.73537852836952,2735.764,35.605118,52.30453
22,97.72073684551552,2772.8523,37.290188,52.65788
23,75.17192465700614,2769.2837,36.19456,52.623985
24,64.14924282410297,2920.9004,36.38937,54.045357
25,52.171408230911545,2903.4045,37.23498,53.883247
26,36.07321727710475,2807.6428,36.26538,52.987194
27,29.535448887913372,2865.9329,36.42617,53.53441
28,27.07782105989589,2885.9785,36.768223,53.721306
29,26.05594962033836,2854.0605,36.179,53.42341
30,22.456975325956478,2852.0813,36.620308,53.40488
31,21.220249658236114,2916.3457,36.86635,54.0032
32,18.958525774194552,2804.6965,36.30897,52.959385
33,17.82840613337503,2881.1138,36.715126,53.676006
34,16.44035015151913,2835.6262,36.501022,53.2506
35,15.326481646761039,2837.7532,36.38445,53.270565
36,14.328813909505644,2853.1826,36.373848,53.41519
37,10.359554154268308,2887.7864,36.600708,53.73813
38,9.73546612489461,2874.089,36.733257,53.61053
39,9.398176611451527,2874.0642,36.70986,53.6103
