epoch,train_loss,val_mse,val_mae,val_rmse
1,7879.32705341956,6399.865,61.29558,79.99916
2,5405.7004124880505,4646.229,51.76801,68.16325
3,4142.151158499159,3801.981,47.635548,61.660206
4,3574.974707419237,3464.386,46.350758,58.859035
5,3367.6277595165375,3334.44,46.161377,57.74461
6,3309.2005104449895,3310.095,46.283524,57.533424
7,3297.115950404437,3305.9849,46.376923,57.497696
8,7690.391228668492,8115.0605,72.68835,90.08363
9,7239.492262148639,5567.4385,56.397167,74.61527
10,5550.110117591976,2356.3208,34.11577,48.54195
11,1910.2033860519948,1409.1042,24.312634,37.538036
12,1401.1023253982296,1265.9006,24.661785,35.5795
13,1239.6837585279475,1060.3231,21.550888,32.562603
14,1183.5277928688433,997.0187,20.945297,31.575603
15,1135.734112027471,964.2732,20.99777,31.052748
16,1098.1484659685234,912.60693,20.191381,30.209385
17,1074.7301973096614,922.5194,20.467468,30.373005
18,1062.532918667708,959.0656,20.950972,30.968784
19,1040.18554629302,924.9261,20.490332,30.412598
20,1026.6662852078523,923.4371,20.397753,30.388107
21,1023.8718765616464,964.33136,20.953224,31.053684
22,1024.4823365858258,984.08527,20.938776,31.370132
23,1013.7370589367303,902.1855,19.824106,30.036402
24,1040.0944480171552,938.012,20.519608,30.626982
25,1043.9448430458042,901.96326,20.17903,30.032703
26,1015.5542838580466,949.73114,20.653095,30.817709
27,1033.0634880566056,920.80475,19.78377,30.344765
28,1031.2431135514828,928.2981,20.266481,30.467985
29,1050.7625477999602,914.81213,20.580376,30.245861
30,1040.9875804684395,906.82837,20.158049,30.11359
31,1122.0572212664817,935.3886,20.303923,30.584124
32,1070.404694959044,968.2037,20.486284,31.11597
33,1065.4292633287007,997.8273,21.889448,31.588404
34,1055.3204509724499,934.9898,20.770594,30.577602
35,1052.4048667838,952.0424,20.38522,30.855185
36,1050.3956536469973,964.50214,20.967813,31.056435
37,1028.1669638644717,962.5302,20.283205,31.024672
38,1000.3535270027097,981.33997,21.303255,31.326345
39,1014.2561340113789,959.18365,20.758997,30.97069
40,990.8144685135221,1025.4393,21.303888,32.02248
41,990.0355870510218,956.20325,21.25431,30.922537
42,972.6496308064148,1010.8118,21.642996,31.793266
43,996.7651231440657,964.4353,21.17764,31.055359
44,991.8131648151942,984.2665,21.244295,31.373022
45,1000.3211544311184,1000.73016,21.311646,31.63432
46,994.6532641514266,983.39996,20.662004,31.35921
47,997.5345618155915,904.029,19.984274,30.067076
48,940.1797166111264,966.26154,20.948898,31.084747
49,915.4713066601213,840.57404,20.108833,28.992655
50,874.4691121176779,895.191,19.935509,29.919743
51,813.8488722390867,903.40533,20.522747,30.056702
52,936.9755028550001,935.9107,20.316338,30.592657
53,960.7730378215731,992.5276,20.477835,31.504406
54,925.7490122562085,933.6699,20.646069,30.556013
55,919.3964356438717,955.3735,20.829945,30.909117
56,918.3131907618041,1003.6418,21.372576,31.680305
57,902.8435804134425,946.68024,20.909811,30.76817
58,880.0857752245666,960.22375,21.274948,30.987478
59,868.537588240298,932.4815,21.170475,30.53656
60,845.5956801343636,826.1602,19.069164,28.743004
61,871.3168893346533,827.85175,18.876179,28.772413
62,849.0573425026228,846.2128,19.476301,29.089737
63,808.1838378275771,782.7023,18.408875,27.976816
64,706.8311374838597,742.6776,18.667334,27.252111
65,686.0544229415755,901.1691,19.40066,30.01948
66,639.8246818848626,918.39624,19.810944,30.305054
67,714.6784725293784,1008.3273,19.713245,31.75417
68,703.502314626749,981.18976,20.619848,31.323948
69,629.1356977824232,753.53,18.284874,27.4505
70,609.5134028159298,1123.3342,22.155903,33.51618
71,668.9068870414094,837.05054,18.476206,28.931826
72,573.3000883348698,779.562,18.565067,27.920637
73,649.7896183733814,946.75476,18.972954,30.76938
74,621.3704200838595,812.94214,18.998465,28.51214
75,565.615825472723,812.90137,18.212658,28.511425
76,516.5351314988741,720.2934,18.667135,26.838282
77,512.7830354492769,723.6318,18.328299,26.900404
78,502.7202978704768,871.376,19.02102,29.519077
79,497.6031722131304,807.72614,17.888365,28.420523
80,479.5190367730875,820.8924,18.227173,28.65122
81,481.44497325050014,917.1827,18.910671,30.285025
82,484.97841930487914,885.9644,18.726826,29.765154
83,478.9740575997281,753.21234,17.935154,27.444714
84,469.49929644797214,622.1616,16.937145,24.943169
85,485.3822025388491,682.37335,17.823961,26.122276
86,475.231009474926,761.8055,18.744896,27.600824
87,465.2874357748657,868.3395,18.80069,29.4676
88,444.6992435641738,781.6426,18.163641,27.957872
89,445.1722343726721,811.7953,17.798347,28.492022
90,442.65169674581983,766.29596,18.019358,27.68205
91,418.33514885642865,826.35754,18.92781,28.746435
92,420.90431829429025,806.0377,18.525036,28.390804
93,423.7115463190151,753.93524,18.094364,27.457882
94,404.35984062040234,740.08405,18.042738,27.204485
95,420.06449035232293,752.4719,18.49057,27.431221
96,398.4874412345659,813.7001,18.031075,28.525429
97,400.0485480568075,895.14124,18.864859,29.918911
98,387.55243125191083,894.1914,18.461405,29.903034
99,380.62788861910883,816.1089,18.469664,28.56762
100,373.1197787745964,828.8337,18.858526,28.789473
101,370.1655888796516,910.9674,19.095228,30.182236
102,368.2708592884305,795.2864,18.01511,28.200823
103,361.2899314737907,871.66864,18.968239,29.524035
104,360.36951613064366,833.2728,18.642834,28.866465
105,359.6323091709287,821.7894,18.47214,28.66687
106,363.6351474063284,824.54004,18.720407,28.714806
107,343.90640970259653,879.1599,19.112255,29.65063
108,342.84432214214826,877.0948,19.053091,29.615786
109,341.4805725218902,899.1958,19.383486,29.986593
