epoch,train_loss,val_mse,val_mae,val_rmse
1,11817.040075910158,7761.034,66.239105,88.09673
2,6966.764425758145,6145.4497,62.381134,78.39292
3,6378.165345595171,6080.0425,63.081306,77.974625
4,6361.241246241539,6080.634,63.162117,77.97842
5,6360.744335618818,6081.589,63.223892,77.98454
6,6361.131081656002,6080.0195,63.058887,77.97448
7,6361.469002555833,6080.49,63.14957,77.9775
8,6361.075245803749,6083.1953,63.296837,77.99484
9,6567.982835166288,6080.0137,63.055595,77.97444
10,6361.519915063162,6077.707,63.070248,77.95965
11,6356.43434623891,6080.5586,63.15712,77.977936
12,6361.276485697532,6080.3247,63.14114,77.97644
13,6362.0318171551535,6080.609,63.166023,77.97826
14,6358.424613378448,6079.9653,63.089947,77.97413
15,6352.869513682631,6070.9365,63.027096,77.916214
16,4826.550633560607,4050.489,50.607594,63.64345
17,3328.4048156800523,3073.7273,41.239773,55.441204
18,3074.43377684302,3243.3884,41.22452,56.950756
19,2935.6945148976074,2800.095,39.219757,52.915924
20,2889.317338346341,2879.9546,39.093723,53.665207
21,2841.774558814039,3208.7822,41.424305,56.646114
22,3015.4300153943536,2963.9746,41.585056,54.442398
23,2803.1626995848364,2747.1216,38.767284,52.41299
24,2761.4510440534655,2864.3765,41.04614,53.51987
25,2697.9359420412247,2877.29,39.171577,53.640377
26,2654.522211991741,2740.388,39.159298,52.348713
27,2669.660537772633,2747.4658,38.891296,52.416275
28,2630.2316937852142,2732.473,38.649193,52.27306
29,4610.484205251807,6245.1235,65.394936,79.02609
30,6376.991284732402,6067.2144,63.06495,77.89233
31,6300.866744830174,5997.871,62.862965,77.44592
32,6323.663292881909,6054.1426,63.010986,77.80837
33,6249.699246634714,5619.6294,60.61286,74.96419
34,6320.835689724403,5779.533,60.936672,76.02324
35,6154.707376024564,6091.14,62.66348,78.04575
36,6221.167787499363,5612.0845,61.225246,74.91385
37,6044.131032857753,6222.554,61.86717,78.88317
38,4076.069183667047,3493.617,42.327698,59.106827
39,2998.2939535783257,2816.615,40.29615,53.071793
40,2744.629706093129,2677.889,39.147896,51.74832
41,2698.4505771836916,2757.1326,38.587193,52.508404
42,2653.1760327601564,2853.3574,38.819824,53.41683
43,2636.745955969639,2637.697,38.75114,51.358513
44,2603.754243555444,2749.2852,38.417797,52.433628
45,2570.4516736255623,2693.5542,38.49741,51.899464
46,2554.6857364910516,2815.8018,38.487335,53.06413
47,2560.912126056034,2859.0657,38.683567,53.47023
48,2532.3275893396344,2779.019,39.827366,52.7164
49,2494.3008454470837,2748.308,38.483074,52.42431
50,2542.320286258493,2705.4155,39.163044,52.01361
51,2475.9041771699085,2814.7292,38.43549,53.054024
52,2426.942173278796,2869.5908,39.341213,53.56856
53,2418.9345124517195,2703.583,38.164616,51.99599
54,2391.788218912727,3137.4082,39.782658,56.012573
55,2331.396859075837,2762.2283,38.93033,52.556904
56,2280.2705509342177,2896.2532,39.30534,53.81685
57,2276.2539844516828,2863.1423,38.54177,53.50834
58,2296.068884105554,2864.264,38.94172,53.518818
59,2550.2577102726486,2907.1963,39.89845,53.918423
60,2431.980803217179,2956.0532,39.50805,54.3696
61,2422.5648281246017,2815.1553,39.479275,53.058037
62,2438.6736508578933,6458.299,64.809494,80.36354
63,2380.512186217303,2847.1638,38.639893,53.35882
64,2327.7308523141924,2826.0632,38.43839,53.16073
65,2351.4987854215533,2898.3584,38.983677,53.836403
66,2323.92397354876,2793.4033,38.966007,52.852657
67,2235.9022768764817,2872.2998,39.040527,53.59384
68,3296.587627562605,2907.1353,39.68865,53.91786
