epoch,train_loss,val_mse,val_mae,val_rmse
1,17512.50513246469,15955.092,92.595245,126.31347
2,13031.477661117417,12689.513,80.83328,112.647736
3,10512.420334472348,10942.02,75.53923,104.60411
4,9253.116274489808,10166.573,74.12445,100.82943
5,8731.366098735654,9899.804,74.35161,99.49776
6,8559.007284498557,9830.599,74.920906,99.149376
7,8519.223878400295,9826.76,75.282104,99.13001
8,8484.965589257985,7985.4287,62.63233,89.36123
9,5330.940375618773,5206.1353,44.9323,72.15356
10,3862.132706040647,4345.007,41.747692,65.916664
11,3212.1579213271693,4034.3806,42.264915,63.516773
12,2857.1213949460644,3906.9758,41.432278,62.505806
13,2636.385065527849,3852.9429,41.407238,62.07208
14,2492.4410759565853,3698.7227,41.3703,60.817123
15,2371.573308141494,3997.358,43.00643,63.224663
16,2230.070442960818,3647.91,41.907173,60.39793
17,2213.509827145112,3942.0618,43.530647,62.78584
18,2093.2724206014905,3691.3577,43.013268,60.756546
19,2038.2388008455414,4081.2832,45.373974,63.884922
20,2217.201158096096,4147.9272,44.65599,64.4044
21,2136.818793371987,4162.2227,45.14378,64.51529
22,1983.4926447671694,5460.7188,49.529488,73.896675
23,2011.444938422001,4730.5977,47.4494,68.77934
24,1919.485136688575,4321.9844,46.370075,65.7418
25,1938.7507108374914,4771.685,47.242313,69.077385
26,1985.3246189232416,4595.707,47.059464,67.79164
27,1902.1517628036963,4689.0635,47.586437,68.47674
28,1856.8814910646195,4802.481,47.05384,69.299934
29,1791.6067179346583,4738.1797,47.80755,68.834435
30,1858.0090445649475,5007.993,49.2809,70.76717
31,1788.154850094146,4538.944,46.11321,67.37168
32,1809.9838560356711,4575.382,46.398113,67.64157
33,1758.3022730973228,4678.3774,47.24684,68.39867
34,1784.6562440727619,5074.0264,49.17067,71.2322
35,1776.6870255361425,4886.875,47.277294,69.90619
36,1780.6766458415852,5056.941,48.809826,71.112175
37,1825.9617898522235,4888.832,47.84024,69.92018
38,1792.6049134370762,4406.869,45.95761,66.384254
39,1707.1649841008384,5082.776,48.18812,71.29359
40,1640.7666201293807,4923.981,47.840942,70.17108
41,1651.2655620019273,4860.6826,47.685707,69.7186
