epoch,train_loss,val_mse,val_mae,val_rmse
1,7927.270136224956,6546.437,62.260254,80.91006
2,5442.811351153179,4778.818,52.593864,69.129
3,4166.884840548105,3922.8164,48.338913,62.632393
4,3597.9982321641087,3582.8079,47.002697,59.85656
5,3394.586857054946,3477.1018,46.831738,58.966957
6,3340.4631093189437,3460.4062,46.985928,58.82522
7,3333.150058905865,3473.0283,47.172527,58.932404
8,5593.487328216218,6212.102,62.21036,78.81689
9,4912.096701659768,5400.766,58.272938,73.48991
10,4785.38603597924,5544.341,58.046444,74.46033
11,5635.238787621492,7097.264,67.06875,84.24526
12,6095.845343183535,6826.6685,65.390915,82.62366
13,5036.054413855976,6554.412,63.31268,80.95932
14,5144.98430673457,5202.605,54.42042,72.12908
15,4344.133755987637,4728.508,51.24337,68.764145
16,4017.005287261395,4789.5303,51.350796,69.20643
17,3737.2694376931695,4028.1694,45.868935,63.46786
18,3363.0373426071314,3717.5344,43.60489,60.97159
19,3140.0260209835546,3518.8008,42.18549,59.31948
20,2982.4512455558565,3343.123,40.670944,57.819748
21,2844.8704669471385,3182.402,39.482723,56.412785
22,2732.705635355887,3069.4749,38.97791,55.40284
23,2669.26792541106,2905.596,37.677036,53.90358
24,2472.775533405922,2768.0654,36.79306,52.612408
25,2415.166853439033,2682.2598,35.592148,51.79054
26,2291.1198731051054,2509.659,34.037003,50.096497
27,2189.2033323778373,2388.161,33.431957,48.868813
28,2064.3043457376384,2267.17,32.329983,47.614807
29,1984.1933370145293,2205.9006,31.756153,46.96702
30,1919.9749038655043,2157.618,31.105694,46.450165
31,1851.9553251771447,2009.1671,30.015102,44.823734
32,1744.8291513300753,1926.0286,29.386215,43.886543
33,1704.6099438332928,1844.2788,28.805483,42.94507
34,1672.272808524417,1757.7435,27.760738,41.925453
35,1576.2966540132347,1744.1813,27.173916,41.763397
36,1536.5063313383957,1728.1882,27.12725,41.571484
37,1482.657588707015,1659.8503,26.158436,40.74126
38,1533.8918587807007,1684.9008,27.02795,41.047543
39,1535.4375904220942,1512.2322,26.35384,38.88743
40,1319.3279885962158,1378.6539,25.568253,37.13023
41,1230.7754021157975,1331.8833,25.286972,36.494976
42,1179.5733334345248,1322.3347,25.178144,36.363922
43,1150.9520957195848,1282.8784,24.980906,35.81729
44,1139.813624089199,1256.7761,24.9968,35.45104
45,1122.876992367432,1236.9064,24.862507,35.16968
46,1114.1931815660707,1293.4927,24.626368,35.96516
47,1102.7263954224468,1320.0361,24.869919,36.332302
48,1099.19048090113,1247.246,24.253336,35.31637
49,1101.6677028506183,1241.8856,23.906773,35.2404
50,1083.125121866506,1272.1484,23.735737,35.66719
51,1087.9960276390946,1247.5972,24.008501,35.321342
52,1081.1723254703152,1324.046,25.304796,36.387444
53,1074.6157996222712,1219.532,23.97794,34.9218
54,1070.9686834426616,1221.9845,24.458744,34.956894
55,1068.128378934977,1338.9883,25.37342,36.59219
56,1064.249178951468,1242.5928,24.306395,35.25043
57,1062.0065320621975,1266.1171,24.30809,35.58254
58,1052.5842512740032,1204.2117,23.980532,34.70175
59,1049.5347892820673,1195.7075,23.861761,34.579002
60,1054.0204508825864,1223.2726,24.404114,34.975315
61,1050.1751615961323,1276.1433,24.3782,35.72315
62,1062.0509300771778,1247.5206,24.510445,35.32026
63,1032.4630702851705,1292.5978,24.510496,35.952717
64,1027.2102670352624,1177.1176,24.410954,34.309147
65,1024.4196040826337,1163.8759,23.347336,34.115623
66,1053.7283490569628,1269.3373,24.257578,35.62776
67,1056.3989833298615,1246.5702,24.11494,35.3068
68,1046.8450018439503,1244.12,24.74004,35.272087
69,1042.27194000841,1235.2466,23.821138,35.146076
70,1050.456960170101,1292.2474,24.46429,35.94784
71,1040.6600930894344,1207.7948,23.85862,34.75334
72,1036.6073020732465,1238.7506,24.478006,35.19589
73,1052.9514995180077,1246.5203,24.315598,35.306095
74,1045.253780549993,1271.3506,24.457539,35.656002
75,1034.6485650633795,1245.4136,24.505531,35.290417
76,1047.074726552989,1273.4216,24.361746,35.68503
77,1022.8867636626163,1273.6913,24.38786,35.688812
78,1007.6631147245437,1247.4963,24.193525,35.319916
79,1008.4167516377491,1283.8403,24.401993,35.83072
80,993.9821017048927,1319.136,24.626808,36.319912
81,1016.5211036161695,1279.458,24.179993,35.769512
82,1053.5513838375102,1280.1942,24.138628,35.7798
83,1050.358650541131,1141.2687,23.324753,33.78267
84,1003.3462634566555,1072.919,21.986214,32.75544
85,985.0196666987451,1114.6735,22.345123,33.386726
86,952.7187282218333,1047.4587,21.610113,32.364468
87,959.4564876886975,1331.1879,26.914032,36.485447
88,1056.0922549929069,1194.4683,22.963976,34.56108
89,1003.8358215438788,1162.5044,23.181131,34.09552
90,987.3885372208571,1133.498,22.094055,33.66746
91,976.3454939905458,1126.0598,22.226694,33.556816
92,968.010252011336,1097.3397,21.753248,33.126118
93,967.728245659196,1101.6189,21.746536,33.190643
94,963.6188920976855,1104.4486,21.742844,33.233246
95,957.5903882599727,1085.9819,21.902498,32.95424
96,955.0260968043782,1221.3733,24.757065,34.94815
97,976.8562530745647,1070.0453,21.318829,32.711548
98,946.6158243410727,1063.6327,21.380943,32.61338
99,938.870616755741,1047.045,21.220839,32.358074
100,932.8253215365805,1051.9384,21.313065,32.433598
101,928.3826956000611,1047.1914,21.18983,32.360336
102,923.539236744744,1032.633,21.150707,32.13461
103,920.2873054148946,1037.5786,21.236504,32.211468
104,915.1771804511139,1036.7849,21.286959,32.199146
105,914.3845825049737,1037.1249,21.41118,32.204422
106,899.8573639163495,1015.17444,21.10683,31.861803
107,893.8748472907961,1008.16174,20.873077,31.751562
108,885.7327672782773,1008.26746,21.258734,31.753227
109,862.3934357422186,1032.6648,21.678495,32.1351
110,890.7942806807397,1009.1895,21.616343,31.767744
111,932.3435326647656,1062.1576,21.14342,32.59076
112,916.993089001098,1059.6337,21.073442,32.552013
113,912.7458382156283,1062.1327,21.352161,32.590378
