epoch,train_loss,val_mse,val_mae,val_rmse
1,6088.603983864967,4017.2764,48.736767,63.38199
2,3541.043793016599,3345.795,46.40933,57.842846
3,3331.1033258874586,3326.9475,46.671787,57.6797
4,3327.7260690112894,3327.3032,46.619606,57.68278
5,3327.887539907001,3326.9639,46.68089,57.67984
6,3327.9781993238516,3326.96,46.679676,57.679806
7,3328.1347874070634,3327.0286,46.6433,57.6804
8,3327.898474115886,3327.0852,46.710186,57.680893
9,2028.596929552612,1594.4475,28.24645,39.930534
10,1249.2792509005633,1504.6554,28.674692,38.789886
11,785.2729022176997,1553.8334,26.926235,39.418694
12,406.5045605404401,1403.7253,26.420267,37.466324
13,235.1527277713822,1377.1292,25.708448,37.10969
14,131.74338815300734,1546.2131,27.207613,39.32192
15,90.73868582039314,1393.4116,25.873907,37.32843
16,65.8345639732538,1472.3241,26.684795,38.370876
17,49.53890751016824,1426.7914,25.773857,37.772892
18,40.67382890611907,1521.0504,27.254221,39.000645
19,33.72616413671375,1493.2391,27.174957,38.642452
20,36.99963134202103,1500.6337,27.142376,38.738014
21,25.671235458994268,1513.7032,26.987314,38.906338
22,23.31217900551145,1505.9897,26.86521,38.807083
23,21.51147624263453,1475.7332,26.955902,38.41527
24,19.09712999418729,1525.6725,27.216785,39.059856
25,8.5902231172144,1499.9669,26.960758,38.72941
26,9.038235309042772,1495.3655,26.89906,38.669956
27,8.016034570310733,1514.6923,26.891256,38.91905
28,7.185778133073958,1515.6224,27.104918,38.930996
29,6.998788713951187,1522.2191,26.960098,39.015625
30,6.810006409416731,1497.6744,26.960827,38.6998
31,7.8356870744467955,1513.2972,26.977318,38.901123
32,5.374740673903029,1523.854,27.052048,39.03657
33,5.738098098079656,1514.0316,27.013071,38.91056
34,4.822130778813843,1491.7561,26.81613,38.623257
35,4.162067353961541,1502.4783,26.784903,38.761814
36,2.0162496711488718,1501.1215,26.811586,38.74431
37,1.8995415394176431,1501.8955,26.798578,38.754295
38,1.8931191875523554,1508.2493,26.838396,38.836185
