epoch,train_loss,val_mse,val_mae,val_rmse
1,17436.844184753256,14640.301,87.80286,120.99711
2,12833.318856587848,11210.275,75.19965,105.878586
3,10244.925410065087,9362.824,69.656,96.76169
4,8915.00435270673,7705.6763,59.606495,87.78198
5,6391.197631820538,5392.886,41.744694,73.43627
6,4840.854383899568,4243.8916,35.95746,65.14516
7,3831.161700215393,3496.2986,32.343754,59.129505
8,3101.144535346216,2983.4734,30.018644,54.62118
9,2526.6080654082207,2528.83,28.619186,50.287476
10,2063.44734169758,2274.5774,28.219692,47.69253
11,1669.8053374739814,2190.6396,27.903286,46.804268
12,1342.8057064567943,2152.6855,27.995756,46.39704
13,1114.5407878538392,2019.7104,28.229233,44.94119
14,885.4920265425856,2037.289,27.21203,45.136337
15,691.9568707353158,2014.6809,27.45837,44.885197
16,526.5011130056602,1853.2134,26.590986,43.048965
17,404.9008074573119,2066.7847,27.288769,45.461903
18,304.269133606188,2734.2878,30.556639,52.290417
19,297.0177252114879,1830.8776,27.040094,42.788754
20,183.11070666476186,1861.11,27.278606,43.140583
21,144.94005439097094,1831.2946,27.428473,42.79363
22,113.83783935348609,1975.182,28.24806,44.44302
23,105.57193775833879,1754.6022,26.942636,41.88797
24,79.75911893359766,1706.061,26.64131,41.304493
25,59.401975444756644,1717.8009,27.019115,41.44636
26,46.3180501200865,1839.2666,27.602516,42.886673
27,51.81647955094548,1708.2993,27.242945,41.331577
28,34.35647476319483,1833.989,27.810589,42.825096
29,28.89204672977875,1793.8031,27.917028,42.353313
30,23.677732902441196,1789.9783,27.480995,42.308136
31,42.09954090438425,2042.0151,29.547049,45.188663
32,62.34391591899916,2006.5337,28.677038,44.79435
33,17.805891274894577,2032.3926,28.720814,45.082066
34,15.145962051174086,1995.2378,28.770937,44.668083
35,13.41136202806781,1989.5122,29.192898,44.603947
36,10.514792612014931,2058.8906,29.517874,45.375
37,9.915121569253914,2011.4847,28.955086,44.84958
38,9.4562065667217,2035.4775,29.057814,45.11627
39,9.326789315898496,2033.2831,29.206207,45.09194
40,8.631457388348396,1962.5236,28.688835,44.300377
41,8.315377619312528,2067.3218,29.306393,45.46781
42,7.967933771001807,2006.4254,29.028868,44.79314
43,7.611928586387177,1980.9791,28.996193,44.50819
44,7.171495631887947,1955.9429,28.5645,44.226044
45,6.543964886764598,2018.6647,29.19383,44.929554
46,6.394980066854536,2011.3105,29.063738,44.847637
47,5.0785912362236205,2022.955,29.401815,44.977272
48,4.749684512727992,2055.7756,29.550251,45.340664
49,4.577326611430675,2049.2476,29.489492,45.268616
