epoch,train_loss,val_loss,val_mae,val_rmse
1,11707.128028991348,7948.51953125,66.30060268639303,89.15447005759161
2,6889.170991593966,6407.36474609375,63.202480721352174,80.04601642863778
3,6308.2414907304465,6353.5546875,64.0720145098174,79.70918822507227
4,6292.493327304088,6352.70068359375,63.99515127012854,79.70383104715701
5,6292.83035239277,6353.64990234375,64.07820787964489,79.7097854867503
6,6296.086580013316,6350.56591796875,64.06180440842436,79.69043805858234
7,6270.475964436978,6383.32568359375,64.81060474485189,79.89571755478356
8,5874.544712416057,4299.71728515625,48.57793159445978,65.57222952711193
9,3436.3873528511103,3107.94287109375,41.33902922950753,55.74892708468702
10,2757.4092503201614,2723.4482421875,36.0477798359049,52.186667283775655
11,2216.999224608678,1934.63037109375,30.08893407880956,43.98443328148892
12,1797.928840990697,1641.5413818359375,28.346376995573713,40.515939848853776
13,1416.9872036228135,1202.575439453125,23.376654729201523,34.67816949397884
14,1059.4169077450083,1065.8575439453125,22.465846989084334,32.64747377585764
15,786.0847431161278,686.07861328125,17.318313444596427,26.19310239893797
16,625.2118038405179,626.1104125976562,16.348134059449098,25.022198396576915
17,464.79945277171225,443.3560791015625,14.152034479543703,21.056022395066986
18,389.442429111519,324.73370361328125,11.68387385119478,18.020369130883008
19,302.3985677180812,317.5873107910156,11.832349818343417,17.82097951267033
20,244.98923666532255,217.91111755371094,8.978534624943553,14.761812813936876
21,206.18251841174845,295.9774169921875,11.783294490936699,17.203994216233262
22,193.34451440007834,149.42005920410156,7.976498231270505,12.223749801272175
23,153.52242665577873,123.8731918334961,7.1539901214516,11.12983341445397
24,139.70433451394263,113.47151184082031,6.910286744702968,10.652300776866015
25,108.53429891278215,125.88807678222656,6.8674318820086215,11.219985596346662
26,130.15335750244427,80.75635528564453,5.713590049379098,8.986453988400793
27,89.34713924662091,73.12794494628906,5.49280921773687,8.551487879093852
28,120.35048549832345,87.617431640625,6.188122711876725,9.36041834752192
29,64.98293616206732,66.515380859375,5.532422429074084,8.155696221621731
30,94.7306519581325,60.272865295410156,5.150431510553934,7.76356009156947
31,61.79890055622163,82.34063720703125,6.194894405801484,9.074174188708923
32,58.14314135156693,61.341514587402344,5.240989726156027,7.8320823915100855
33,50.52967416506743,78.22782897949219,5.965181335250901,8.844649737524499
34,73.41251478893226,37.62479782104492,3.989855708113504,6.133905592772432
35,40.754693738145136,42.197540283203125,4.199359057899887,6.495963383764037
36,94.90090730677711,62.44929122924805,4.604646555485468,7.902486395385192
37,57.35992134625445,39.75931930541992,3.756052301224097,6.305499132140129
38,38.74125194739138,54.241424560546875,4.468560066621724,7.364877769559171
39,59.22059347126558,37.36940002441406,3.5205065020241384,6.113051613099145
40,56.175019334073376,37.378971099853516,3.8100877818225234,6.113834402390493
41,33.48124947633709,44.95199966430664,3.686259161077144,6.704625244136069
42,48.35529702154162,104.54300689697266,7.302691081977401,10.224627469838333
43,33.211418329961525,27.435426712036133,3.5661559416978004,5.237883800929163
44,40.84583277444457,60.088157653808594,4.90036449203919,7.751655155759226
45,36.16508344653866,17.958276748657227,2.90942410749519,4.23772070205874
46,29.919321770952152,40.319000244140625,4.142247986720607,6.349724422692738
47,73.65914497956861,31.444591522216797,3.8336414973427155,5.607547728037345
48,28.863039346589268,16.34843635559082,2.753803910246683,4.043319967006176
49,19.983596448097714,18.41295623779297,2.956361898418353,4.291032071401118
50,54.97084922271375,19.385534286499023,3.0662771222545224,4.402900667344089
51,15.999605725133472,13.185863494873047,2.394003650779996,3.6312344312744456
52,15.082261115702973,20.41440200805664,3.272296065973093,4.518229964051923
53,16.67237702890835,13.482963562011719,2.6457147691106457,3.6719155167312496
54,17.350317791712698,18.721210479736328,3.193488410634732,4.326801414409532
55,19.542027130702493,15.227853775024414,2.878769747707822,3.9022882742084053
56,26.507687211431637,14.421712875366211,2.5612855739914315,3.7975930370915485
57,68.37351087381779,29.11735725402832,3.1701092523658434,5.396050153031227
58,21.2265775202125,23.802364349365234,2.9104285306279203,4.878766683226944
59,36.56173573214014,57.97151565551758,5.097571096386263,7.613902787369798
60,25.048866813485063,104.16631317138672,5.904725675237774,10.206189943920636
61,37.2959585622932,59.59270477294922,4.821813987251694,7.719631129331843
62,53.65928062478047,15.172120094299316,2.3888095319574885,3.895140574395142
63,11.704580104401476,8.38222885131836,2.0391399610540795,2.8952079115874145
64,9.669523039446966,7.119517803192139,1.8936906573240182,2.6682424558484445
65,8.860371604316478,7.152276039123535,1.903509038960168,2.6743739527454897
66,8.489357980847437,6.437360763549805,1.8383441873039066,2.537195452374492
67,8.369674035354311,6.386523723602295,1.7886849111008718,2.527157241566558
68,7.9662775322289825,5.9970574378967285,1.7195537242685255,2.4488890211474934
69,7.605695006521575,5.9391326904296875,1.7071332972348647,2.4370335841817377
70,7.305590628799881,5.639637470245361,1.6964546275552017,2.3747920898986843
71,6.808199014459049,5.326625347137451,1.6489994970665796,2.3079482981941886
72,6.542744088971327,4.83989953994751,1.5841553426542292,2.199977168051412
73,7.785716190075156,4.614850997924805,1.5189864878017725,2.148220425823385
74,5.610186531113657,4.237036228179932,1.4825219793057223,2.0584062349740226
75,5.675550271091649,4.602701187133789,1.5682230623004147,2.1453906840325816
76,8.906486982355984,7.395749092102051,1.9017838218768681,2.719512657095394
77,5.518197333875299,3.52871036529541,1.3281625961309544,1.878486189806944
78,4.691375204836158,3.65322208404541,1.369456827725596,1.9113403893721834
79,4.773380637332942,4.093328475952148,1.4652318567554035,2.023197586977641
80,4.8407350818621975,4.437429904937744,1.5263293120717663,2.1065208057215443
81,5.849655531203627,4.088978290557861,1.457092794560268,2.0221222244359667
82,4.4054729697767385,3.7216360569000244,1.4105441814533433,1.9291542335697331
83,4.512008136325829,3.795771598815918,1.4115358944697483,1.9482740050660015
84,4.43476526379567,3.6215763092041016,1.3764896587737352,1.9030439588207366
85,4.317689195503925,3.1814279556274414,1.2755182582668574,1.7836557839525655
86,4.255424327190221,3.8499624729156494,1.4355361087363552,1.9621321242249843
87,4.023273463788532,2.984088897705078,1.2246491670851556,1.7274515616089148
88,12.198077075069083,12.91313648223877,1.8756121775425902,3.5934852834315003
89,5.340371249435303,3.1467251777648926,1.2231408327240705,1.7739011183729754
90,4.862889529331798,4.685764312744141,1.1879650820528938,2.1646626325467304
91,7.161423549981917,3.043562889099121,1.2466266012823666,1.7445810067460672
92,3.421103441166558,2.950749397277832,1.2595290363867835,1.7177745478606417
93,3.647843621163456,3.923429489135742,1.4765512454764924,1.980764874773314
94,3.4225853693200285,2.3772518634796143,1.0984370056156232,1.5418339286316196
95,3.42451144423505,2.8539023399353027,1.2258947931906012,1.689349679591322
96,3.5642107248525017,2.8869218826293945,1.2607083166046609,1.6990944301684336
97,3.5440074450938464,4.019250869750977,1.502137742494589,2.0048069407678577
98,3.2896949223491587,2.8250112533569336,1.22926213148294,1.6807769790656146
99,3.2794809820601087,2.755077362060547,1.2232408126438308,1.6598425714689171
100,3.444837469932859,2.1703155040740967,1.0635334217584826,1.4731990714340328
101,3.0377290444038922,2.4110653400421143,1.1376283702257333,1.5527605546387744
102,3.1096081756307137,2.2664318084716797,1.09726387025384,1.5054673056800933
103,3.5923777042260876,2.4549152851104736,1.1372149815496198,1.5668169277584645
104,2.733531909625983,1.9933242797851562,1.0248231595201716,1.4118513660386338
105,2.830378115951872,2.1864726543426514,1.080287542352861,1.4786725987664244
106,2.782039114073807,2.436830520629883,1.1632500054760933,1.56103507988446
107,2.808615235015093,2.5995993614196777,1.2152573077078381,1.6123273121235893
108,2.8563503900661438,2.23419451713562,1.0741399027885647,1.4947222207271893
109,2.657653443182248,2.2487313747406006,1.1144205776315703,1.4995770652889435
110,10.89019168857843,2.99530291557312,1.2632536301433006,1.7306943449301266
111,3.0104347816136543,2.0560522079467773,1.0426166129039334,1.433894071382812
112,2.3717666900791676,1.7657804489135742,0.9586634220333274,1.328826718919203
113,2.2357488109696146,1.8660777807235718,1.0057306719117938,1.3660445749402073
114,2.3231729653591446,1.7917817831039429,0.9830409787845903,1.3385745340114397
115,2.3867057018356834,2.2651212215423584,1.1186621853092515,1.5050319669503232
116,2.40359965177163,1.9063726663589478,1.0240061299151966,1.3807145491950708
117,3.4144544512484623,3.1916115283966064,1.320481856907058,1.786508194326745
118,2.4533904189150584,1.6487432718276978,0.938526749926848,1.2840339839068504
119,10.687643032821592,43.252113342285156,3.844870032350344,6.576633891458848
120,13.783963868660424,3.0696213245391846,1.2941838467643652,1.752033482710643
121,3.2434513402329084,2.1808347702026367,1.0877543607861502,1.476764967827527
122,2.487370664965603,1.761855959892273,0.9597051749778693,1.3273492230352466
123,2.2032207665904484,1.6109049320220947,0.9074097711376459,1.2692142971232614
124,2.0920707227239626,1.5653584003448486,0.9139394282322533,1.25114283770673
125,2.0945015495611785,1.7107895612716675,0.9739706268368875,1.3079715445190951
126,2.1814238570736504,1.5553004741668701,0.9190007081697719,1.2471168646790365
127,8.21789384518956,4.9879655838012695,1.4041569195027015,2.2333753790622097
128,7.623306257813839,1.9286434650421143,1.0104108490103003,1.3887560855103802
129,2.1980747124417075,1.4805278778076172,0.8773188125832001,1.2167694431598852
130,2.020271228087581,1.5389461517333984,0.8959005989187476,1.240542684365757
131,1.9867128346016043,1.653193712234497,0.9093914892330811,1.2857658076938028
132,2.0680514846083113,1.6674453020095825,0.9572497619158388,1.2912959776943405
133,2.160273497637772,1.5919058322906494,0.9087520345149298,1.2617075066316477
134,2.4187860451097536,1.6108417510986328,0.9030108844103799,1.2691894071014904
135,2.1342857491381277,1.4759858846664429,0.8958515963909215,1.2149015946431394
136,2.0866293302855423,1.5987898111343384,0.9223393862157544,1.2644326044255338
137,2.0070966188134363,1.5619122982025146,0.9231815480067946,1.24976489717167
138,2.0076149763502693,1.5571346282958984,0.9100549007652975,1.2478520057666689
139,1.9714487095668816,1.9405170679092407,1.0422716430932375,1.3930244319139706
140,4.099114795338519,87.6177749633789,4.107245865825727,9.360436686574987
141,16.60267825257651,25.83194351196289,1.867577364588124,5.08251350337241
142,4.670072773365236,1.9103318452835083,0.9913090718995541,1.3821475483042713
143,2.0902372909081968,1.6171389818191528,0.912392676885218,1.271667795384924
144,1.8100676985227877,1.437957525253296,0.8633356493911977,1.1991486668688316
145,1.6948629825953356,1.3438420295715332,0.860432167082387,1.159242006472994
146,1.751939959625469,1.2716186046600342,0.8375137155573668,1.1276606779789895
147,1.747137448499555,1.42984139919281,0.8827867055401039,1.1957597581424164
148,1.802695653208158,1.5459461212158203,0.9172909758992638,1.2433608169858903
149,1.8044197563245468,1.3308401107788086,0.8474306325300024,1.1536204361828932
150,2.19313938458874,1.618364691734314,0.9097891953863986,1.272149634176072
151,1.8173078384668713,1.2421506643295288,0.8100910657042757,1.1145181310008057
152,7.262504003435788,1.8861414194107056,1.010507929628899,1.3733686392992617
153,1.9993240646560342,1.3501931428909302,0.8400176598026847,1.1619781163562979
154,1.5871424362001887,1.160419225692749,0.7822731076881183,1.0772275644880003
155,1.5597593275631438,1.1669613122940063,0.7899964897153817,1.0802598355460626
156,1.5704107494296888,1.2584155797958374,0.8241797131743513,1.1217912371719783
157,1.821984539229338,1.2116129398345947,0.7984385126835223,1.1007329103077617
158,3.0556671582107313,4.925535202026367,1.259156986697369,2.219354681439262
159,4.462462631239974,6.671282768249512,1.6121535536467604,2.582882647014671
